pygeostat_saved_data
3
x
y
code
107.000000 719.000000 0
176.000000 258.000000 200
212.000000 653.000000 200
406.000000 643.000000 200
882.000000 366.000000 200
575.000000 873.000000 100
1071.000000 567.000000 100
480.000000 668.000000 200
76.000000 171.000000 0
450.000000 506.000000 200
35.000000 778.000000 0
604.000000 485.000000 200
870.000000 108.000000 0
147.000000 743.000000 0
618.000000 964.000000 100
1083.000000 864.000000 100
491.000000 178.000000 200
974.000000 594.000000 200
184.000000 908.000000 100
691.000000 694.000000 200
933.000000 439.000000 200
565.000000 559.000000 200
303.000000 108.000000 0
1107.000000 1084.000000 100
838.000000 215.000000 200
564.000000 684.000000 200
770.000000 122.000000 0
684.000000 1121.000000 100
377.000000 935.000000 100
732.000000 755.000000 200
649.000000 445.000000 200
57.000000 570.000000 0
749.000000 807.000000 100
458.000000 1125.000000 100
625.000000 639.000000 200
527.000000 979.000000 100
116.000000 888.000000 0
309.000000 287.000000 200
1059.000000 128.000000 100
269.000000 724.000000 200
207.000000 560.000000 0
206.000000 48.000000 0
810.000000 185.000000 200
807.000000 707.000000 200
935.000000 570.000000 200
69.000000 450.000000 0
754.000000 343.000000 200
804.000000 521.000000 200
309.000000 763.000000 200
114.000000 224.000000 0
1116.000000 1111.000000 100
755.000000 838.000000 100
949.000000 122.000000 100
208.000000 436.000000 0
651.000000 828.000000 100
64.000000 126.000000 0
753.000000 290.000000 200
1115.000000 185.000000 100
204.000000 883.000000 100
333.000000 850.000000 200
166.000000 1040.000000 100
323.000000 276.000000 200
232.000000 527.000000 0
1085.000000 896.000000 100
1009.000000 495.000000 200
1097.000000 774.000000 100
679.000000 151.000000 200
1122.000000 881.000000 100
519.000000 62.000000 0
634.000000 447.000000 200
1129.000000 56.000000 100
876.000000 882.000000 100
387.000000 490.000000 200
999.000000 396.000000 200
132.000000 269.000000 200
685.000000 482.000000 200
1072.000000 907.000000 100
527.000000 746.000000 200
460.000000 735.000000 200
27.000000 1000.000000 100
1076.000000 88.000000 100
524.000000 588.000000 200
121.000000 786.000000 0
21.000000 938.000000 0
795.000000 282.000000 200
347.000000 713.000000 200
225.000000 325.000000 200
869.000000 946.000000 100
684.000000 150.000000 200
97.000000 252.000000 0
98.000000 169.000000 0
131.000000 615.000000 0
391.000000 131.000000 200
24.000000 619.000000 0
494.000000 998.000000 100
112.000000 1068.000000 100
1116.000000 132.000000 100
998.000000 112.000000 100
314.000000 801.000000 200
769.000000 202.000000 200
896.000000 255.000000 200
366.000000 693.000000 200
377.000000 579.000000 200
227.000000 106.000000 0
534.000000 798.000000 200
851.000000 1056.000000 100
88.000000 104.000000 0
1052.000000 712.000000 100
282.000000 552.000000 200
691.000000 292.000000 200
84.000000 523.000000 0
395.000000 263.000000 200
497.000000 234.000000 200
316.000000 1038.000000 100
803.000000 154.000000 0
845.000000 455.000000 200
766.000000 527.000000 200
1048.000000 786.000000 100
511.000000 714.000000 200
520.000000 480.000000 200
67.000000 972.000000 100
1100.000000 23.000000 100
1038.000000 1031.000000 100
102.000000 494.000000 0
119.000000 886.000000 0
1004.000000 956.000000 100
337.000000 473.000000 200
67.000000 886.000000 0
0.000000 0.000000 0
0.000000 200.000000 0
0.000000 400.000000 0
0.000000 600.000000 0
0.000000 800.000000 0
0.000000 1000.000000 100
200.000000 0.000000 0
200.000000 200.000000 200
200.000000 400.000000 200
200.000000 600.000000 200
200.000000 800.000000 200
200.000000 1000.000000 100
400.000000 0.000000 0
400.000000 200.000000 200
400.000000 400.000000 200
400.000000 600.000000 200
400.000000 800.000000 200
400.000000 1000.000000 100
600.000000 0.000000 0
600.000000 200.000000 200
600.000000 400.000000 200
600.000000 600.000000 200
600.000000 800.000000 200
600.000000 1000.000000 100
800.000000 0.000000 0
800.000000 200.000000 200
800.000000 400.000000 200
800.000000 600.000000 200
800.000000 800.000000 100
800.000000 1000.000000 100
1000.000000 0.000000 100
1000.000000 200.000000 100
1000.000000 400.000000 200
1000.000000 600.000000 100
1000.000000 800.000000 100
1000.000000 1000.000000 100
